reason	woo_id	wa_code	source_sku	name
not_imported	3557		AR1451	EMPORIO ARMANI Men's Chronograph Watch AR1451
not_imported	3879		test-nabil	Test Product For Nabil
collision	3895	BF-3895	1513562	Hugo Boss Watch For Men 1513562
not_imported	3928		AR1808	"EMPORIO ARMANI
Men's Classic Chronograph Watch AR1808"
collision	3929	BF-3929	AR6091	EMPORIO ARMANI Men's Stainless Steel Analog Watch AR6091
not_imported	3935		AR80041	Emporio Armani Chronograph Black Stainless Steel Mesh Watch AR80041
collision	3936	BF-3936	AR80025	EMPORIO ARMANIMen's Metal Analog Wrist Watch AR80025
collision	3937	BF-3937	AR11017	Emporio Armani Watch For Men  AR11017
not_imported	3942		AR1648	EMPORIO ARMANIMen's Stainless Steel Chronograph Buckle Watch AR1648
not_imported	3944		AR1863	Emporio Armani Watch For Men  AR1863
collision	3945	BF-3945	AR2486	Emporio Armani Watch For Men AR2486
collision	3950	BF-3950	AR11340	EMPORIO ARMANI Men Diver Water Resistance Stainless Steel Analog Watch
not_imported	3952		AR1894	EMPORIO ARMANIMen's Chronograph Quartz Watch AR1894
not_imported	3958		AR2464	EMPORIO ARMANI wristwatches mens quartz AR2464
collision	3965	BF-3965	AR11055	EMPORIO ARMANIWomen's Metal Analog Wrist Watch AR11055
collision	3969	BF-3969	AR11078	EMPORIO ARMANIMen's Leather Chronograph Watch AR11078
not_imported	3977		R8873612015	MASERATI Men's Traguardo Chronograph Watch R8873612015
not_imported	3979		R8873612002	MASERATI Men's Traguardo Stainless Steel Quartz Chronograph Watch R887
not_imported	3981		R8871627004	MASERATI Men's Leather Analog Wrist Watch R8871627004
not_imported	3982		R8871619003	MASERATI Men's Ingegno Croc Embossed Leather Quartz Chronograph Watch 
collision	3983	BF-3983	R8873621016	Maserait Watch For Men R8873621016
not_imported	3984		R8873633003	MASERATI Men's Ricordo Chronograph Watch R8873633003
not_imported	3985		R8871633002	MASERATI Men's Ricordo Chronograph Watch R8871633002
not_imported	3986		R8821108009	MASERATI Men's Leather Analog Watch R8821108009
collision	3988	BF-3988	R8873627001	MASERATI Men's Analog Stainless Steel Clasp Round Wrist Watch R8873627
not_imported	3989		R8851108027	MASERATI Men's Leather Analog Watch R8851108027
collision	3990	BF-3990	R8873621005	MASERATI Men's Successo Chronograph Watch R8873621005
collision	3991	BF-3991	R8873612003	MASERATI Men's Stainless Steel Analog Watch R8873612003
collision	3992	BF-3992	R8871612015	MASERATI Men's Leather Analog Watch R8871612015
collision	3993	BF-3993	R8851123007	MASERATI Men's Silicone Analog Watch R8851123007
not_imported	3994		R8871618007	MASERATI Men's Leather Analog Watch R8871618007
not_imported	3995		R8853140001	MASERATI Men's Stainless Steel Analog Wrist Watch R8853140001
not_imported	3996		R8871612028	MASERATI Men's Traguardo Chronograph Watch R8871612028
unexplained	3997	BF-3997	R8873619004	Maserati  Watch For MenR8873619004
collision	3998	BF-3998	R8873619002	Maserati Watch For MenR8873619002
collision	3999	BF-3999	R8873633001	Maserati Watch For MenR8873633001
not_imported	4000		R8851121004	MASERATI Men's Leather Analog Watch R8851121004
not_imported	4003		W0798G3	"GUESS
Men's Analog Quartz Watch W0798G3"
not_imported	4004		W0172G3	"GUESS
Men's Water Resistant Analog Watch W0172G3"
not_imported	4005		W0330L1	"GUESS
Women's Sunrise Analog Watch W0330L1"
not_imported	4006		GW0066G2	"GUESS
Men's Stainless Steel Clasp Analog Watch GW0066G2"
not_imported	4007		W1048G1	"GUESS
Men's Water Resistant Analog Watch W1048G1"
not_imported	4008		W0170G1	"GUESS
Men's Stainless Steel Analog Watch W0170G1"
not_imported	4009		W1249G1	"GUESS
Men's Metal Clasp Analog Watch W1249G1"
not_imported	4010		GW0011G3	"GUESS
Quartz Black Dial Black Leather Men's Watch GW0011G3"
not_imported	4011		W0801G2	"GUESS
Men's Water Resistant Stainless Steel Analog Watch W0801G2"
not_imported	4012		W1178G3	"GUESS
Women's Analog Silicone Buckle Round Wrist Watch W1178G3"
not_imported	4013		W1046G2	"GUESS
Men's Water Resistant Chronograph Watch W1046G2"
not_imported	4014		W1263G3	"GUESS
Men's Stainless Steel Analog Watch W1263G3"
not_imported	4015		W0969G1	"GUESS
Men's Water Resistant Chronograph Watch W0969G1"
not_imported	4016		W0797G1	"GUESS
Men's Water Resistant Analog Watch W0797G1"
not_imported	4017		W0380G1	"GUESS
Men's Leather Chronograph Watch W0380G1"
not_imported	4018		W0668G2	"GUESS
Men's Water Resistant Chronograph Watch W0668G2"
not_imported	4019		W0366G3	"GUESS
Men's Water Resistant Analog Watch W0366G3"
not_imported	4020		W0668G6	"GUESS
Men's Water Resistant Analog Watch W0668G6"
not_imported	4021		W0377G5	"GUESS
Men's Watch For Men-W0377G5"
not_imported	4022		W0870G2	"GUESS
Men's Water Resistant Analog Watch W0870G2"
not_imported	4023		W0659G3	"GUESS 
Men's Watch Steel Face Leather W0659G3"
not_imported	4024		GW0051G1	"GUESS
Men's Chronograph Wrist Watch GW0051G1"
not_imported	4025		GW0211G1	"GUESS
Men's Silicone Chronograph Watch GW0211G1"
not_imported	4026		W1040G2	"GUESS
Men's Casual Round Wrist Watch W1040G2"
not_imported	4027		W1305G2	"GUESS
Men's Stainless Steel Chronograph Watch W1305G2"
not_imported	4028		GW0265G4	"GUESS
Men's Metal Clasp Analog Watch GW0265G4"
not_imported	4029		W1058G3	"GUESS
Men's Analog Watch W1058G3"
not_imported	4030		W0971G3	"GUESS
Men's Fleet Water Resistant Chronograph Watch W0971G3"
not_imported	4031		W1104G2	"GUESS
Men's Water Resistant Chronograph Watch W1104G2"
not_imported	4032		W0500G1	"GUESS
Men's Leather Analog Wrist Watch W0500G1"
not_imported	4033		W0970G2	"GUESS
Men's Water Resistant Chronograph Watch W0970G2"
not_imported	4034		W0600G3	"GUESS
Men's Flagship Water Resistant Analog Watch W0600G3"
not_imported	4035		GW0051G2	"GUESS
Men's Rubber Chronograph Wrist Watch GW0051G2"
not_imported	4036		W1167G1	"GUESS
Men's Water Resistant Analog Watch W1167G1"
not_imported	4037		W0218G1	"GUESS
Men's Rigor Water Resistant Analog Watch W0218G1"
not_imported	4038		W1258G1	"GUESS
Men's Water Resistant Chronograph Watch W1258G1"
not_imported	4039		W0966G1	"GUESS
Men's Water Resistant Analog Watch W0966G1"
not_imported	4040		W1249G3	"GUESS
Men's Stainless Steel Analog Watch W1249G3"
not_imported	4041		W0598G3	"GUESS
Men's Water Resistant Chronograph Watch W0598G3"
not_imported	4042		W0379G3	"GUESS
Watch Chronograph For Men W0379G3"
not_imported	4043		W1047G2	"GUESS
Men's Water Resistant Chronograph Watch W1047G2"
not_imported	4044		W1049G3	"GUESS
Men's Silicone Analog Watch W1049G3"
not_imported	4045		U1049G9	"GUESS
Men's Silicone Analog Watch U1049G9"
not_imported	4046		GW0263G1	"GUESS
Men's Smooth Silicone Strap Watch GW0263G1"
not_imported	4047		W0366G2	"GUESS
Men's Analog Quartz Watch W0366G2"
not_imported	4048		GW0030L6	"GUESS
Women's Stainless Steel Quartz Watch with Silicone Strap GW0030L"
not_imported	4049		W1094L1	"GUESS
Women's Zena Water Resistant Chronograph Watch W1094L1"
not_imported	4050		W1053L1	"GUESS
Women's Water Resistant Analog Watch W1053L1"
not_imported	4051		W1143L1	"GUESS
Women's Stainless Steel Analog Watch W1143L1"
not_imported	4052		W1096L1	"GUESS
Women's Swirl Water Resistant Analog Watch W1096L1"
not_imported	4054		W1098L1	"GUESS
Women's Silicone Analog Watch W1098L1"
not_imported	4055		W1053L7	"GUESS
Women's Water Resistant Analog Watch W1053L7"
not_imported	4059		W1201L4	"GUESS
Women's Stainless Steel Analog Watch W1201L4"
not_imported	4060		GW0001L1	"GUESS
Women's Water Resistant Analog Watch GW0001L1"
not_imported	4073		W1083L3	GUESSWomen's Chiffon Water Resistant Analog Watch W1083L3
not_imported	4079		W0775L4	GUESSWomen's Glitter Analog Watch W0775L4
not_imported	4092		W1049G6	GUESSMen's Water Resistant Analog Watch W1049G6
not_imported	4093		W1168G3	GUESSMen's Silicone Chronograph Watch W1168G3
not_imported	4094		W0366G4	GUESSMen's Rubber Analog Wrist Watch W0366G4
not_imported	4098		AG8L89X	"ALBA
Men's Stainless Steel Analog Watch AG8L89X1"
not_imported	4099		AG8L97X	"ALBA
Men's Hand Watch ACTIVE Stainless Steel Band, Black Dial AG8L97X1"
not_imported	4100		AG8M07X1	"ALBA
Men's Stainless Steel Analog Watch AG8M07X1"
not_imported	4101		AG8M11X	ALBAMen's Hand Watch ACTIVE Black Silicone Strap , Blue Dial AG8M11X1
not_imported	4102		AM3833X	"ALBA
Men's Stainless Steel Wrist Watch AM3833X1"
not_imported	4103		AM3839X	"ALBA
Men's Hand Watch ACTIVE Stainless Steel Band, Black Dial AM3839X1"
not_imported	4104		AM3847X	"ALBA
Men's Stainless Steel Chronograph Watch AM3847X"
not_imported	4105		AM3849X	"ALBA
Men's Stainless Steel Chronograph Watch AM3849X"
not_imported	4106		AS9N54X	"ALBA
Men's Watch ACTIVE Stainless Band, Black Dial AS9N54X1"
not_imported	4107		AS9N57X	"ALBA
Men's Watch ACTIVE Stainless Steel Band, Blue Dial AS9N57X1"
not_imported	4108		AS9N61X	"ALBA
Men's Hand Watch ACTIVE Stainless Band, Silver Dial AS9N61X1"
not_imported	4109		AT3H71X	"ALBA
Men's Hand Watch ACTIVE Stainless Band, Silver Dial AT3H71X1"
not_imported	4110		AT3H73X	"ALBA
Men's Hand Watch ACTIVE Stainless Steel Band, Blue Dial AT3H73X1"
not_imported	4113		AH7AA9X	"ALBA
Ladies' Hand Watch FASHION Stainless Band, Blue Dial AH7AA9X1"
not_imported	4114		AH7AB4X	"ALBA
Ladies' Watch FASHION Stainless Band, Champagne Dial AH7AB4X1"
not_imported	9644		BQ3169	"FOSSIL
Men's Analog Wrist Watch BQ3169"
not_imported	9669		W1046G1	GUESSMen's Water Resistant Chronograph Watch W1046G1
not_imported	9685		1513083	HUGO BOSSMen's Aeroliner Water Resistant Analog Watch 1513083
not_imported	9686		1513528	HUGO BOSS Men's THEPR Analog Watch 1513528
not_imported	9687		1513694	"HUGO BOSS
Men's Water Resistant Chronograph Watch 1513694"
not_imported	9689		MK3398	Michael KorsWomen's Metal Analog Wrist Watch MK3398
not_imported	9695		W1104G2	GUESSMen's Water Resistant Chronograph Watch W1104G2
not_imported	9705		MK3418	Michael KorsWomen's Metal Analog Wrist Watch MK3418
not_imported	9706		1513754	"HUGO BOSS
Men's Metal Chronograph Wrist Watch 1513754"
not_imported	9709		1513786	HUGO BOSSMen's Analog Leather Wrist Watch 1513786
not_imported	9710		1502615	"HUGO BOSS
Women's Novia Carnation Gold Dial Watch - 1502615"
not_imported	9715		W0797G1	GUESSMen's Water Resistant Analog Watch W0797G1
not_imported	9721		R8851118501	"Maserati
Women's Leather Analog Watch R8851118501"
not_imported	9728		R8873642001	"Maserati
Men's Stainless Steel Clasp Analog Watch R8873642001"
not_imported	9729		R8871612006	MaseratiMen's Traguardo Analog Watch R8871612006
not_imported	9730		R8873621014	MaseratiMen's Stainless Steel Analog Wrist Watch R8873621014
not_imported	9739		GG-1000-1A	"G-SHOCK
Men's Mudmaster Analog/Digital Watch GG-1000-1A"
not_imported	9742		ME1098	"FOSSIL
Men's Waterproof Casual Analog Watch"
not_imported	9744		R8873640001	MaseratiMen's Stainless Steel Clasp Analog Watch R8873640001
not_imported	9794		DZ7314	DIESELMen's Mr Daddy Dual Time Chronograph Navy Blue Dial Leather Watc
not_imported	9805		GST-400G-1A9ER	"G-SHOCK
Men's G-Shock Analog/Digital Watch GST-400G-1A9ER"
not_imported	10839		ck1	Calvin Klein wallet black
not_imported	10854		per 2	sauvage perfume
not_imported	10875		ck4	Calvin Klein wallet
not_imported	10879		ck5	Calvin Klein wallet
not_imported	10884		ck6	Calvin Klein wallet
not_imported	11100		MK6556	"Michael Kors
Women's Bradshaw Analog Watch MK6556"
not_imported	11101		CH2944	"FOSSIL
Men's Wakefield Chronograph Watch CH2944"
not_imported	11102		MK3353	"Michael Kors
Women's Darci Analog Watch MK3353"
not_imported	11103		AR11169	EMPORIO ARMANI Men's Metal Analog Wrist Watch AR11169
not_imported	11104		1791421	"TOMMY HILFIGER
Men's Round Shape Metal Analog Wrist Watch 44 mm - Blue"
not_imported	11106		W0379G7	"GUESS
Men's Horizon Water Resistant Chronograph Watch W0379G7"
not_imported	11107		MK6523	"Michael Kors
Women's Water Resistant Chronograph Watch MK6523"
not_imported	11108		FS4812	FOSSILMen's Grant Chronograph Watch FS4812 - 44 mm - Black
not_imported	11109		ES3712	"FOSSIL
Women's Stainless Steel Analog Wrist Watch ES3712"
not_imported	11110		JR1487	"FOSSIL
Men's Leather Chronograph Wrist Watch JR1487 - 42 mm - Brown"
not_imported	11113		MK6555	"Michael Kors
Women's Stainless Steel Analog Watch"
not_imported	11115		TH1791137	TOMMY HILFIGER Men's Water-Resistant Chronograph Watch TH1791137
not_imported	11117		HB1513441	Men's Casual Chronograph Watch HB1513441
not_imported	11118		FS5297	FOSSILMen's Grant Leather Chronograph Watch FS5297 - 44 mm - Brown
not_imported	11131		Sun-06	New collection sunglasses inspired by Dior
not_imported	11137		Sun-05	New collection of sunglasses INSPIRED BY PRADA
not_imported	11140		Sun-04	New collection of sunglasses INSPIRED BY DITA
not_imported	11144		Sun-03	New Collection of Sunglasses
not_imported	11150		Sun-02	New collection of sunglasses INSPIRED BY DIOR
not_imported	11375		3	leather wallet inspired by tommy
not_imported	11578		AX2700	Armani Exchange Men's Analog Dress Watch AX2700
not_imported	11579		AR11363	EMPORIO ARMANI Men's Chronograph Round Quartz Wrist Watch AR11360
not_imported	11581		AR11165	EMPORIO ARMANI Men's Metal Analog Wrist Watch AR11165
not_imported	11582		AR4902	EMPORIO ARMANI Men's Super Meccanico Chronograph Watch AR4902
not_imported	11583		AR1733	EMPORIO ARMANI men Leather Chronograph Watch AR1733
not_imported	11584		Ax2707	Armani Exchange Women's Analog Stainless Steel Clasp Round Wrist Watch
not_imported	11585		AR1737	EMPORIO ARMANI Men's Classic Chronograph Watch AR1737 - 41 mm - Black
not_imported	11586		AX2611	Armani Exchange Men's Drexler Chronograph Watch AX2611
not_imported	11587		AX2800	Armani ExchangeMen's Water Resistant Analog Watch AX2800
not_imported	11588		Ar1840	EMPORIO ARMANI Women's Gianni T-BAR Water-Resistant Analog Watch Ar184
not_imported	11589		AR1926	Emporio Armani Watch  For Women AR1926 -
not_imported	11590		AR5857	EMPORIO ARMANI Men's Chronograph Watch AR5857
not_imported	11591		AR11209	EMPORIO ARMANI Men's Giovanni Water Resistant Chronograph Watch AR1120
not_imported	11592		AX2600	Armani Exchange Men's Stainless Steel Analog Watch AX2600
not_imported	11593		AR2513	EMPORIO ARMANI Men's Chronograph Leather Quartz Watch AR2513
not_imported	11594		AR1808	EMPORIO ARMANI Men's Classic Chronograph Watch AR1808
not_imported	11595		AX1609	Armani Exchange Men's Leather Chronograph Buckle Watch AX1609
not_imported	11596		Ax2646	Armani Exchange Men's Analog Stainless Steel Clasp Round Wrist Watch A
not_imported	11597		AX1327	Armani Exchange men Analog Quartz Watch AX1327
not_imported	11598		AX2902	Armani Exchange Men's Rocco Matte Stainless Steel Analog Watch AX2902 
not_imported	11599		Ax2714	Armani Exchange Men's Analog Stainless Steel Clasp Round Wrist Watch A
not_imported	11600		AX1813	Armani Exchange Men's Chronograph Quartz Watch AX1813
not_imported	11601		Ar11091	Armani Exchange Women's Stainless Steel Chronograph Clasp Watch 11091
not_imported	11602		AX7105	Armani Exchange men Resin Analog Watch AX7105
not_imported	11603		AX1326	Armani ExchangeMen's Rubber Chronograph Watch AX1326
not_imported	11604		AX1607	Armani ExchangeMen's Chronograph Analog Quartz Watch AX1607
not_imported	11605		Ax2722	Armani Exchange Men's Analog Stainless Steel Clasp Round Wrist Watch A
not_imported	11606		AX2098	Armani Exchangemen Water Resistant Chronograph Watch AX2098
not_imported	11607		AX2601	Armani Exchange Men's Chronograph Quartz Watch AX2601
not_imported	11608		AX4327	Armani Exchange Women's Stainless Steel Chronograph Wrist Watch AX4327
not_imported	11609		AX2801	Armani Exchange men Water Resistant Analog Watch AX2801 - 44 mm - Gold
not_imported	11610		Ax2808	Armani Exchange Men's Analog Leather Buckle Round Wrist Watch Ax2808
not_imported	11611		AX1604	Armani Exchange Men's Chronograph Analog Quartz Watch AX1604
not_imported	11612		AX2093	Armani Exchange Men's Chronograph Analog Quartz Watch AX2093
not_imported	11614		AX2602	Armani Exchangemen Water Resistant Analog Watch AX2602
not_imported	11615		AR2434	EMPORIO ARMANI Men's Stainless Steel Analog Watch AR2434
not_imported	11616		Ar 11226	EMPORIO ARMANI Men's Analog Leather Wrist Watch Ar 11226
not_imported	11617		AR6088	EMPORIO ARMANIMen's Stainless Steel Chronograph Watch AR6088
not_imported	11618		AR0389	EMPORIO ARMANIMen's Metal Analog Wrist Watch AR0389
not_imported	11619		Ar1164	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar1164
not_imported	11620		Ar1941	EMPORIO ARMANI Men's Leather Analog Watch Ar1941
not_imported	11621		Ar 2434	EMPORIO ARMANI Men's Analog Stainless Steel Wrist Watch Ar 2434
not_imported	11622		AR2433	EMPORIO ARMANI Men's Water Resistant Chronograph Watch AR2433
not_imported	11623		Ar2507	EMPORIO ARMANI Women's Stainless Steel Analog Watch Ar2507
not_imported	11624		Ar 1648	EMPORIO ARMANI Men's Analog Stainless Steel Wrist Watch Ar 1648
not_imported	11625		Ar1725	EMPORIO ARMANI Women's Stainless Steel Analog Watch Ar1725
not_imported	11626		ar1971	EMPORIO ARMANI Men's Leather Buckle Analog Watch ar1971
not_imported	11627		Ar 5998	EMPORIO ARMANI Men's Analog Stainless Steel Wrist Watch Ar 5998
not_imported	11628		AR11123	EMPORIO ARMANI Men's Water Resistant Leather Chronograph Watch AR11123
not_imported	11629		AR11023	EMPORIO ARMANI Men's Casual Analog Watch AR11023
not_imported	11630		AR11059	EMPORIO ARMANI women Water Resistant Metal Analog Watch AR11059
not_imported	11631		AR60888	EMPORIO ARMANI Men's Stainless Steel Chronograph Watch AR6088
not_imported	11632		AR1811	EMPORIO ARMANI men Stainless Steel Chronograph Watch AR1811
not_imported	11633		AR11106	EMPORIO ARMANI Men's Leather Chronograph Watch AR11106
not_imported	11635		AR1925	EMPORIO ARMANI Women's Water Resistant Analog Watch AR1925
not_imported	11636		Ar8033	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar8033
not_imported	11638		ar11047	EMPORIO ARMANI Men's Stainless Steel Chronograph Watch AR11047
not_imported	11639		Ar1807	EMPORIO ARMANI men Leather Analog Watch Ar1807
not_imported	11640		AR8032	EMPORIO ARMANI Men's Analog Wrist Watch AR8032
not_imported	14225		1791117	"TOMMY HILFIGER 
Men's Leather Analog Watch 1791117"
not_imported	14232		ar5918	EMPORIO ARMANI Men's Leather Buckle Analog Watch ar5918
not_imported	14233		AR11383	EMPORIO ARMANIMen's Chronograph Wrist Watch AR11383 - 43 mm - Silver
not_imported	14234		AR2067	EMPORIO ARMAN women Casual Analog Wrist Watch AR2067
not_imported	14235		AR11428	EMPORIO ARMANI Men's Luigi Round Shape Stainless Steel Chronograph Wri
not_imported	14236		AR2498	EMPORIO ARMANI men Chronograph Watch AR2498
not_imported	14237		AR2458	EMPORIO ARMANI men Water Resistant Chronograph Watch AR2458
not_imported	14238		AR11141	EMPORIO ARMANI Men's Water Resistant Chronograph Watch AR11141
not_imported	14239		AR5983	EMPORIO ARMANI Men's Stainless Steel Chronograph Watch AR5983
not_imported	14240		AR11045	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar11045
not_imported	14241		AR1721	EMPORIO ARMANI Men's Stainless Steel Chronograph Buckle Watch AR1721
not_imported	14242		AR1677	EMPORIO ARMANI Men's Stainless Steel Analog Watch AR1677
not_imported	14243		AR2432	EMPORIO ARMANI men Chronograph Quartz Watch AR2432
not_imported	14244		AR11315	EMPORIO ARMANI Men's Essential Analog Watch AR11315
not_imported	14245		Ar11027	EMPORIO ARMANI Men's Analog Stainless Steel Clasp Round Wrist Watch Ar
not_imported	14246		AR2477	EMPORIO ARMANI Men's Water Resistant Analog Watch AR2477
not_imported	14247		Ar2478	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar2478
not_imported	14251		AR2485	EMPORIO ARMANI Men's Analog Stainless Steel Wrist Watch Ar 2485
not_imported	14252		AR1949	EMPORIO ARMANI Men's Fabric Analog Watch AR1949
not_imported	14253		AR2472	EMPORIO ARMANI Men's Stainless Steel Analog Watch AR2472
not_imported	14254		Ax2121	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ax2121
not_imported	14255		AR11133	EMPORIO ARMANI Men's Leather Analog Wrist Watch AR11133
not_imported	14256		AR1974	EMPORIO ARMAN IMen's Metal Chronograph Watch AR1974
not_imported	14257		Ar1942	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar1942
not_imported	14410		AR11227	EMPORIO ARMANI Men's Water Resistant Analog Watch AR11227
not_imported	14411		Ar2505	EMPORIO ARMANI Men's Analog Stainless Steel Clasp Round Wrist Watch Ar
not_imported	14412		Ar1933	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar1933
not_imported	14413		AR6131	EMPORIO ARMANI Men's Chronograph Wrist Watch AR6131
not_imported	14414		ar6090	EMPORIO ARMANI Men's Stainless Steel Chronograph Clasp Watch ar6090
not_imported	14415		AR2514	EMPORIO ARMANImen Water Resistant Analog Watch AR2514
not_imported	14416		AR6092	EMPORIO ARMANI Men's Casual Analog Watch AR6092
not_imported	14417		AR1934	EMPORIO ARMANI Men's Analog Wrist Watch AR1934
not_imported	14450		AR11264	EMPORIO ARMANI Men's Aviator Chronograph Watch AR11264 - 43 mm - Black
not_imported	14451		AR60012	EMPORIO ARMANI Men's Luigi Water Resistant Analog Watch AR60012
not_imported	14452		AR0339	EMPORIO ARMANI Men's Classic Water Resistant Analog Watch AR0339
not_imported	14453		Ar11349	EMPORIO ARMANI Men's Ceramic Chronograph Ar11349 For Men
not_imported	14454		ar11076	EMPORIO ARMANI Men's Stainless Steel Analog Watch ar11076
not_imported	14455		AR11219	EMPORIO ARMANI men Water Resistant Analog Watch AR11219
not_imported	14456		AR0397	EMPORIO ARMANI Men's Leather Chronograph Buckle Watch AR0397
not_imported	14457		AR11332	EMPORIO ARMANI Men's Stainless steel Clasp Analog Watch AR11332
not_imported	14458		AR11361	EMPORIO ARMANI Men's Diver Round Shape Stainless Steel Chronograph Wri
not_imported	14459		AR1868	EMPORIO ARMANI men Water Resistant Analog Watch AR1868
not_imported	14468		1	Tommy Hilfiger Men's Rojo Sneaker
not_imported	14511		1791563	TOMMY HILFIGER men Leather Chronograph Buckle Watch 1791563
not_imported	14512		1791781	TOMMY HILFIGER Men's Bennett Blue Dial Watch 1791781
not_imported	14513		1791548	TOMMY HILFIGER Men's Water Resistant Leather Analog Watch 1791548
not_imported	14514		1791609	TOMMY HILFIGER men Stainless Steel Chronograph Watch 1791609
not_imported	14517		1710436	TOMMY HILFIGER Men's Leather Analog Wrist Watch 1710436
not_imported	14518		1791972	Tommy HIlfiger Watch For Men 1791972
not_imported	14519		1782128	TOMMY HILFIGER Women's Round Shape Metal Analog Wrist Watch 37 mm - Go
not_imported	14520		1782124	TOMMY HILFIGER Women's Stainless Steel Analog Watch 1782124
not_imported	14521		1782120	TOMMY HILFIGER Women's Water Resistant Analog Watch 1782120
not_imported	14522		1781943	TOMMY HILFIGER women Jenna Analog Watch 1781943
not_imported	14523		1782200	TOMMY HILFIGER Women's Haven Silicone Analog Wrist Watch 1782200
not_imported	14526		Ar11245	EMPORIO ARMANI Women's Stainless Steel Analog Watch Ar11245
not_imported	14527		AR11289	EMPORIO ARMANI men Aviator Chronograph Watch AR11289
not_imported	14528		Ar11132	EMPORIO ARMANI Men's Analog Stainless Steel Clasp Round Wrist Watch Ar
not_imported	14529		ar6130	EMPORIO ARMANI Men's Leather Chronograph Buckle Watch ar6130
not_imported	14530		AR11092	EMPORIO ARMANI Women's Water Resistant Metal analog Watch AR11092 - 31
not_imported	14531		Ax1815	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ax1815
not_imported	14532		AR11212	EMPORIO ARMANI Men's Water Resistant Analog Watch AR11212
not_imported	14533		AR1975	EMPORIO ARMANI Men's Water Resistant Chronograph Watch AR1975
not_imported	14534		AR70001	EMPORIO ARMANI Men's Mario Water Resistant Analog Chronograph Watch AR
not_imported	14535		Ar1907	EMPORIO ARMANI Women's Stainless Steel Analog Watch Ar1907
not_imported	14626		Ar0399	EMPORIO ARMANI Men's Stainless Steel Analog Watch Ar0399
not_imported	14627		Ar11110	EMPORIO ARMANI Women's Stainless Steel Analog Watch Ar11110
not_imported	14628		AR60029	EMPORIO ARMANI Men's Stainless Steel Clasp Analog Watch AR60029 Automa
not_imported	14630		AR1787	EMPORIO ARMANI Men's Stainless Steel Chronograph Watch AR1787
not_imported	14631		AR11143	EMPORIO ARMANI Men's Aviator Water Resistant Chronograph Watch AR11143
not_imported	14632		AR11048	EMPORIO ARMANI Men's Water Resistant Chronograph Watch AR11048
not_imported	14633		AR1983	EMPORIO ARMANI men Leather Analog Watch AR1983 Automatic
not_imported	14634		AR60024	EMPORIO ARMANI Men's Aviator Water Resistance Stainless Steel Analog W
not_imported	14635		AR5989	EMPORIO ARMANI Men's Sportivo Chronograph Watch AR5989
not_imported	14636		AR11216	EMPORIO ARMANI men Renato Water Resistant Analog Watch AR11216
not_imported	14637		AR60032	EMPORIO ARMAN IMen's Luigi Water Resistance Leather Analog Watch AR600
not_imported	14638		AR2460	EMPORIO ARMANI Men's Water Resistant Chronograph Watch AR2460
not_imported	14639		Ar6073	EMPORIO ARMANI Men's Water Resistant Analog Watch Ar6073 - 46 mm - Sil
not_imported	14723		IN 00023	Invicta Automatic Pro Diver Stainless Steel Watch, Silver
not_imported	14725		IN 00040	Invicta Reserve Venom Swiss Ronda Z60 Caliber Men's Watch - 51mm, Gold
not_imported	14726		in 00031	Invicta Subaqua Swiss Ronda Z60 Caliber Men's Watch - 55.45mm, Rose Go
not_imported	14727		in 00032	Invicta Watch Invicta 37268 Carbon Hawk Men 54.7 carbon fiber stainles
not_imported	14728		in 00034	Invicta Watch 23658 Carbon Hawk Men 54
not_imported	14729		in 00035	Watch Invicta 82654 Carbon Hawk Men 55
not_imported	14730		in 00037	Invicta Invincible Mens Wirstwatch Quartz 52mm Luminous Undefeated Lux
not_imported	14731		in 00038	Invicta Coalition Forces Automatic Men's Watch - 48mm, Black
not_imported	14732		in 00039	Invicta Men's Reserve Quartz Watch with Stainless Steel Strap, Silver,
not_imported	14733		in 00041	Invicta Subaqua Swiss Ronda Z60 Caliber Men's Watch - 55.45mm, Steel, 
not_imported	14734		in 00042	Invicta Men's Pro Diver Japanese Automatic Watch
not_imported	14735		in 00043	Invicta Men's 19429 S1 Rally Quartz Chronograph Black Dial Watch
not_imported	14736		in 00044	Invicta Men's 50mm Empire Dragon Automatic Crystal Accented Sapphire C
not_imported	14737		in 00045	Invicta Renewed Invicta Bolt Thunderbolt Swiss Ronda Z60 Caliber Men's
not_imported	14738		in 00046	Invicta Men's 'Bolt' Quartz Stainless Steel and Silicone Casual Watch,
not_imported	14739		in 00047	Invicta S1 Rally 25080 Men's Automatic Watch - 50mm
not_imported	14740		in 00048	Invicta Subaqua Noma IV Men
not_imported	14741		in 00049	Invicta Bolt Swiss Ronda Z60 Caliber Men's Watch - 53mm,
not_imported	14742		in 00050	Invicta Bolt Thunderbolt Swiss Ronda Z60 Caliber Men's Watch w/ Mother
not_imported	14743		in 00051	Invicta Reserve Bolt Zeus Men
not_imported	14744		in 00052	Invicta Reserve Bolt Zeus Men Model 14195
